Image,Label
4318,9
18678,2 4
30008,0
15598,6
30138,4
16906,4 5
7365,4 7
25028,9
19159,4
25137,3
19856,6
3774,3 4
30724,4
17728,4
18552,1
20793,0
29373,4
9241,2
12084,6 7
20018,3 4
10971,4 7
3302,2 6
25139,4 6
18757,4 7
8054,4
26913,3
30307,6 7
28400,0
6247,4 6
7837,9
4000,1 4 6
10979,0
2390,4 6
5391,2
22665,3 4
23084,4
22630,4
1497,0 4 6
25106,7
24963,3
21611,4
1910,7 9
13599,4
2394,7
19844,4 8
2975,2
1613,3
6674,4 7
15095,8
20437,0
14381,4 7
23291,4
28210,4 7
11343,4
8979,8
26715,5
14839,1 4
19068,0
13705,6 9
16381,2
23032,7
18292,1 6
11792,7
14612,4
23587,9
18480,6
11982,4 8
27138,4
16532,0
26170,4
19223,4 5 6
1656,4
5901,6
1425,4 7
8552,4
18090,4 7
20716,4
5518,0
11158,0 2
2848,4 7
15506,0
27310,2
13155,6 7
3047,1 6
30216,4 6
13869,8
24874,6
3289,0 5
29408,4
23805,1
19436,4
4664,4 6
11083,4
24001,1 2 6
26271,1 4
1356,8
11304,4 6
8036,2 4
6092,4 7
10816,4
14384,4 8
23065,0 4
25757,1 4
8503,4
21102,0 4
467,9
6466,9
29561,4 6
27151,0 4
23662,4 6 7
23795,0
12322,3
3033,2 4 6
22120,4 6
21653,3 4
14159,5
7181,2 4
25264,2 4
13071,2 4
12192,1 4 8
27020,0 7
9158,2 4
8047,9
29110,3 4 6
12223,7
11033,1 4
5021,9
25805,4 6
18905,3
10234,1 4 6
2711,0 2 6
11224,2
8280,5
11239,1
13325,4 6
12078,1
6761,4
21842,1
22545,4 6
26232,4
8882,4 6
30947,6 7
10156,2 4
938,4 5
18265,4
17488,7
6639,4 6
29879,9
9177,5
15971,4 6
955,4 6
12420,0
5563,4
30570,4
21835,4 7
18363,4 6
28431,6 8
28937,2 6
16656,2 4
22255,3 4 6
7632,6
1072,4
9810,4
11211,3
17080,6 7
22384,0 4
27883,8
22878,0 4
25221,5
28069,1 4
8872,6
26668,6
11456,4 6
30198,7
6430,2 4
9466,1 6
9137,0
15733,9
24592,0
29810,0 4
4279,4 6
3817,3
15567,7
17262,0 4
18198,4 6
13787,4
4112,4 6
16673,6
25893,4 6
2122,0 4
29084,4
29996,2
29762,7
15020,4 6
21753,1
2481,4 7
7040,4
2561,4
21583,1
17977,4
21705,2
28858,6
28612,3 4
2155,9
12399,4 8
25353,3
4599,2 4
19320,6 9
23057,8
7722,7
4015,4
13382,4 7
11340,5
3318,4
19823,7
21185,2 3
26544,0 4
5920,5
14325,2
20759,6
6974,4 6
1813,4
3959,2
24513,9
15229,4 6
244,2 4 6
5597,4 5
18435,2 4
5715,4
4419,2 4
221,4
4317,4
20089,4
30802,4 6
16140,2 4
29382,4 8
22809,4 6 7
16252,0 6
27686,7
12379,4
29101,8
5494,4 7
28341,3
23314,1
29362,9
1869,4
3269,4 6
7690,4 6
16277,4 6 7
124,4 6
16554,2
960,0 4 8
15327,4
28324,4 6 7
2153,2 4
27082,4 7
20771,6
4584,2
27382,6
19466,0
3729,4 6
3813,5
26757,4
12429,4 7
12011,0 2 7
21347,4
2098,7
15548,2 6
21011,2
13891,5
15657,6
30191,2 4
17890,0 4
7729,0 4
4238,2 6
19331,1 6
10704,2 3 4
25660,3 4
16914,4 6
3277,4
9523,4
17868,9
15604,0
24143,6
29246,1
26583,8
27545,0
28311,4 7
17333,4 6
4853,0
19658,1
7699,2 4 6 7
3415,2
736,2
15563,4 6
29595,3
12604,4
23458,4
6874,5
12575,4
2371,8
15206,6 8
7984,2 4
7800,4 6
27867,9
20148,1 6
28255,6
11016,6
8714,4 6
6506,4
15023,1 6
4187,2
28588,4
5266,1
6802,4 6
18747,4
21955,2 4 7
23131,4
27074,0
23829,4
22317,7
30211,1 4 6
9045,7
3849,3 4
8459,2 4
7347,4
17684,9
8339,2 4
25914,2
926,2 4
5051,0 4
1623,4 5
2916,4
6579,3 4 6 7
28849,2 4
14566,4 6
6597,0 4
8706,4 6
15710,7
424,2 3
12873,7
2621,0
640,2
21082,1 6
19533,4 6 7
2954,0 1
17896,1
3261,4
29599,6
7650,9
4848,6
13582,4
17419,7
2939,0
23608,1
25216,7
3777,0 4
23193,2 4
17692,4 7
30222,6
494,7
11466,4
19005,3 4
23260,4
29284,4 6 7
19535,9
12499,4 5
24577,4 6
16254,1
5097,2 6
5816,4 6
25699,1 2
13450,3
30771,0 4
18149,3 4
1669,9
13693,9
7731,6
7444,5 6
23786,1
20424,6
24693,1
13896,2 4
5138,0
20384,8
9957,4
22570,0
18849,0
12818,4
14635,2
30913,0
4849,8
4585,2 4 5
12240,4
1242,4 6
4200,1
4946,5
8657,1 4
24888,6
27962,4 6 7
26686,4
7835,4 6
1949,6
3283,2 4
1410,6
22033,1 4
6787,4
19025,0 2
31004,1 6
7225,0
3077,4
29471,4 6
17152,4 7
30069,4 8
30901,6
5127,9
10685,2
29060,2 8
523,4
9314,3
5579,1
29449,2 6
16644,6
13607,4
4506,6 9
12872,2 4
1534,3 6
26123,4 5
5421,5
2169,6 7
23852,4 6
7161,4
16114,4 6
8768,6
12555,1 4
11668,4 6
15112,4
999,8
4311,4 6
12570,4 5
25813,0
17438,1 6
24783,4
24659,3
22913,4 6
28417,4
17210,2 3
21589,2 4
4033,0 9
13831,0 4
15560,0
142,4
24769,2
6528,5
9119,6 7
16110,3 4
23325,0
15687,0 4
10427,4 6
24890,0 6
3131,3 4 6 7
17652,3 5
28577,5
23838,7
30055,0
25101,3
18236,4
17215,6
18112,3
21984,6 7
11399,2
9235,2 4
6732,3 6
11587,1 4
23516,2 4
6987,4 7
13506,1
30402,4 6
25808,1 7
26191,4 5
6890,4
30119,2
405,6 7
31015,3
10767,1 4
27396,2 4
30271,0
28253,2
3568,3 7
12355,0 4
20254,4
29484,4 8
20178,3 4
24892,4
26402,0 4
10891,0
7928,3
22048,6 8
4972,3 4 7
4644,3
9476,1
19554,9
3163,2 4
84,9
23063,0
7231,3
27980,7 9
29389,8
24531,4 6
27137,3 4
6586,4 7
615,0
28856,1
3398,1 4
3019,4 6
12086,6 8
11157,9
27063,4 6
30099,0 4
25186,4 5
27544,2
19229,9
27746,4
27802,4 7
18768,9
6038,9
5896,4
13634,4 7
28675,4 6 7
9214,0
12682,3 4
21493,1 2 4
19820,2 6
10750,3 6
9961,0 4
17161,2 4
9552,2
2088,4
29660,1
23772,1 7
28376,2 4
1326,2 4
12709,1
24991,6
22576,6 9
11285,1 4 6
21177,5
9786,2 4
9221,4 8
5226,0 4
3123,4
17689,6 7
18091,2 3
23041,9
10731,0
19371,0
4281,7
8422,2 4
16355,1
4115,1
15089,6 9
31027,4
11581,3 4
19908,1
9632,4 6
12099,4 5
20638,4 6
5519,1 4 7
5724,4
9461,4
19529,4 6
6888,4 8
23261,2
22180,2 6
7742,4 6
19694,6
16561,4 6
13255,0
28281,1 4
16699,4 6
6859,6
15841,2
21998,4 8
24186,6
23942,4
10599,4
27248,2 4
6380,3
185,6 8
19280,4
19218,4 6
13630,9
18230,0 4
679,5 6
5203,2
27669,4 6
18280,3
6402,7 8
23430,8
22285,2 4
22861,4
3918,8
16204,4
7773,3
26818,3 6
9628,4 6 7
21161,1 6 7
13678,1
24706,5
1359,4 7
935,4 5
22961,1 4
27236,1
29051,1 4
19036,5
12844,6
8735,4 6
12462,7
11542,1
17985,6 8
30515,6
22510,6
17563,4 6
22571,6
6997,4 6
23821,2 4
17753,4 6
338,5
1434,4 8
28708,4 6
13426,1
13087,1
17828,0
15121,6 7
18455,2 4
9630,1 6
18657,4
14046,3
24774,2
12716,2
27568,6
2895,2 4
16382,7
21363,3
15573,2 6
13905,4 6
21509,0
3073,3 4
19895,4 6
11322,4 8
29516,8 9
18448,1 4 7
7558,0
23501,9
27338,1 3 4
1447,1 8
8251,1
27105,1
12649,4
2647,7
14792,4
23135,6 7
28850,0
16987,0
5096,4 6
15440,6 7
13051,4
11903,4
13410,0 6
20559,5
13575,0
3751,3 6
24448,1
1775,2 4
3310,3
20532,2 3
22622,2
28699,1 2 6
669,3
30841,4
21361,2 6
3152,1 6
27854,1 6
20239,7 9
200,4
16011,3
24247,1
965,3
11347,3 4 6
27970,6
18172,7
20815,3
1762,9
4659,4
18422,7
23760,3 5
17111,3 6
1514,9
979,3 4 6
30506,4
19460,5 6
21279,3
24794,3
12364,3 4 6
1089,1
6392,1 4
6570,4
5728,2
30235,5
29538,1 6
9504,0 2
17138,6 7
11126,4 6
26455,6 9
19866,6
8134,4 6
3497,4 6
14388,4 6
9091,4 6
17676,2 4
1409,8
27790,4 7
23509,0 1 6
27516,4 6 8
6279,6 9
17844,5
27216,0
20083,4 8
25225,3
14439,1
12708,0
12461,7
5570,4
10864,4 6
11505,4 7
206,4
20439,7
26221,9
11147,4
27229,4
9513,2 4
3013,3
18344,7
20794,3
24865,0
20145,4 6
20345,6
9531,1
7514,6
17476,4 7
23052,2 6
4997,1
15108,0 4
8744,4 7
8120,6
12003,0
27307,6
4904,2 3 4
18991,1 4
22658,4 6
27982,0
25080,0
28783,6
16866,7
13707,2 4
19837,3 4
299,8 9
11,4 6
30835,6 7
9028,4 7
25883,4 6
6299,3
23891,5
12751,0
2415,4
25051,5 6
6217,6 7
23656,3 4
29411,4 7
23482,6
27878,2 4 6
3285,1 6
17540,4
6752,3
12444,1 4 6
21962,2 6
16101,4
25674,7
738,2 4
4072,1 6
4101,1 6
4463,6
4690,6
26009,6
5717,4
24998,6
11772,4 6
25250,1
31024,0
17783,1
13183,2
6278,4
742,2
29572,3
10939,4 6
6233,4 7
18627,3 4
12069,1
28115,3
6740,0
22276,2
8920,4
5781,6
30117,6
11761,2 4 6
27045,1
30830,2
7604,2 4
6504,6 8
19261,2 4
24230,2 4
27140,9
6309,3 4
27080,3
21087,7
29511,9
11423,6 9
8604,0
30482,4 6
12168,6 7
9344,5
26901,0 4
19209,4
19785,4 7
28508,6
280,4
17511,4
22617,0
27163,7
10085,2
27554,2 4
7909,0
7479,4
5711,1
7801,4
2477,7
1756,3
2672,4
22968,0
22218,4
27448,3
13767,1
29041,4 6
15214,3
5188,4
3967,1 4 7
15500,2
4939,1 2 6
13560,4
7212,2
1157,3
24486,0
7848,4 6
30414,7
16412,4 8
14499,9
345,6
12732,0 4 6
22827,6
1210,3
21988,4
16426,4
8443,0
22534,6 9
5195,4 6
21097,4 6
15990,4 7
11307,6 9
18956,3
24694,6
10742,7
4485,1 6
14416,4 6
8184,5
25096,1
13855,2 4
9468,4 8
15725,1 4
429,2
16525,8
21565,0 2
17041,4
20760,9
31050,6 9
25147,2
5619,9
2044,4 8
16296,6
11197,4 6
29175,5
21785,6
10066,6
15837,6
21093,4 6
2786,2 4
15906,1
7559,1
15741,3
14880,4 6
16274,4
26438,6
5255,0
2655,4 6 7
10902,7
24380,9
15092,4 6
11353,3 4
28326,3 4
985,3 4
5342,6 7
20739,4
8016,1 4
20672,6
19439,2 4
27672,0
19136,4 7
16359,0 4
31043,4
5538,3 4
13976,8
24572,4 7
12969,1 3
7029,2 4
11893,4 8
29581,4
11585,7
25845,0
16752,6
3820,7 9
16168,7
5773,0 7
21681,4 7
19275,1 4 6
12273,1 6
3291,4 6
18590,3
4198,4
6250,0
21575,4 7
20201,4
5045,4 6
19105,6
451,6 8
24144,3
23213,0
18828,4 6
4836,4 6
857,4
23120,6
21448,2
23404,0
15367,3 6
23929,6 9
21533,8
15784,2 4
1595,1
8549,7
1582,2 4
5806,9
26958,9
6277,4 6 7
23400,2
24132,7
16787,2 3 4
22662,4 6 8
21013,1 4 7
4965,4
18212,4 6
6301,4 5 6
13985,9
27618,4
20965,3
5399,4 7
13488,6
13686,3 4
23279,0
4513,4
10189,5
10646,4 6
7325,8
4155,4 8
4517,4
26865,7
14070,8
16065,9
25847,2 4
28665,6
7366,6
1556,4
4594,0 4
30487,2 3 4
14041,4 6
2511,2
16283,4
18922,3
15120,5
6367,7
16371,4
26976,4 6
21969,7
984,3
29794,7
20296,2 4
23622,1
12181,4 7
8930,2 4 6
11349,4 6
29366,6
2856,4
20529,6 7
21073,2 4 6
2225,2
23351,9
23401,2 4 6
21403,0
12135,9
23208,4 7
29076,4 6
9099,4 6 7
20560,7
6428,7 9
29969,4 7
21871,2 4
3074,6 9
6276,3
25428,4
2949,4 5
24096,0
10107,6
1722,2
27458,7
24603,4
5291,3 4
18621,4
15030,3 8
15172,3 4
30320,4
27698,7
2708,4 6
14002,4
655,3 4 6
16272,9
1333,4 8
22792,6
29889,4
12375,4 5 6
4346,4 6
7618,4 6 7
24089,1
2077,4 7
22174,1
6077,0
31017,8
15811,1 6
11397,2 4
22914,2
1519,9
6423,1 6
27158,6
13306,4 8
16016,1 6
16226,9
9192,2 6
2600,2 6
19660,6
1704,4 6
13044,4
21282,4 7
28760,6
8399,1 7
5469,7
22939,2 4 6
3460,4 6 7
7668,2
19098,9
6681,9
5014,3 4 6
8507,6 7
16027,2 4
2676,6
16821,1
10809,6 7
3573,5
15759,3 4
18039,2
13230,4
22028,2 4
26806,4
25486,4 7
17681,6 7
12777,4 8
23694,6
16301,2 4
10963,6 8
2817,4 5
16502,4 6
27314,4 7
24463,4
10210,6
22419,1
30698,6
18262,2
7356,4
18989,4 7
12269,1 4 6
18536,3 4
6876,4 6
15088,2 6
6956,2
14548,6
21165,4
334,2 4
5706,4 7
14530,4 6
4010,2 3 6
25733,9
15866,4 7
25770,4 6
5428,4 6
13074,2 4 7
27320,4
19078,6
11945,7
23380,8
19593,2 4
27462,5 6
24153,6
6020,3 4
19763,4
28244,0
26050,1
22535,0
22598,6
9679,4 8
1630,1 4
19653,1 4
12995,2
29410,2 4
19051,4 6
24884,5
2680,2
20208,2
11365,0
27653,7 9
9603,3 4
21372,1
30516,0 6
25938,8
10206,0 4
6882,3
22734,0
18188,4
20741,0
2857,5
29168,0 4
30789,3 7
1253,4 5
30553,0 4
28686,2 4 6 7
10016,0
3337,4 7
26756,2 4
7343,3 4 6
17009,4 6 7
6315,1
25641,0
22129,4 6 7
5304,6
29685,9
12568,6
13632,2 6
1863,4
18124,4 6
5054,4 5 6
9795,3 4
862,4
1171,2 4
216,0
14383,4
6939,9
14541,4
3379,0
29627,3
13493,5
14428,7
22464,0
17543,6
20565,7
28445,3 4 7
23987,1
15151,4 8
19594,4
13884,0
24395,3
6498,8
10329,4 9
11894,7
3130,4 6
6160,2
3134,4
15513,4 6
13999,0
2016,2
29640,4
16216,2 6
7871,3 4
27181,3
25399,6 9
16459,6 9
24421,4 7
20182,4 6
13495,0 4 6
24229,9
9411,0
25561,2
3719,4
28712,2 4
10068,2 6 7
30842,9
23487,1 6
2696,1
19678,6
5315,1 3
8037,4 5
15040,4 6
12471,4
25912,9
18410,0 4
582,4 6
9354,4
3222,0
15305,4 6
20842,0
5287,4 6
6211,3
16748,1 4 6
13344,4
14534,8
24345,7
11394,3
22889,1 3
9963,6
26962,2 4
9486,4
11525,4
9044,2 4
14380,4
19039,1 4 8
30840,3
2179,1
30648,7
2927,5
17871,2
8670,9
17048,6 7
30073,4
27893,7
27305,2 4
29846,4
30670,6
21415,0 4
13910,7
14586,5
29819,4
6419,7
423,3 4
21164,6 9
14608,4
28490,7
27937,6
15595,5 6
28356,0 4
25940,0
5914,7
16848,4 6
6072,4 6 7
8367,4 5
2451,6
23550,3 4 8
26226,8
2046,3
12724,0
24835,2 4
6873,6
9971,7
11679,4 6
14098,2 3 9
8329,8
25292,2
19581,6
28701,4
17986,4 8
21806,6
11703,2 7
12562,0
20554,1
20885,9
10528,9
15883,1
25637,4 6
15995,8
5388,6
15755,3
5018,2
25067,5 6 8
6303,6 9
22314,7
13977,6
25113,4
20497,8
8073,0
28374,4
27459,2 4 7
16598,4
24297,2 4
25851,4 6
23554,5 6
8660,5
9276,0 2
9797,6 9
27870,2 4
21650,8
6385,2 4
25744,4 5 8
8804,6
5921,1
28468,9
13011,6
19494,4
10322,0 2 7
19684,4
2019,1
27223,4 6
23432,4 6
9870,3
28710,4
267,2 4
2331,4 5
10571,4
24667,1
23308,4 8
2917,5 6
18239,4 7
818,4 6 7
20480,0
15444,6
23114,4 5 6
18457,8
7279,4 6
28252,0
16164,0 1 4
27254,6 7
12707,2
12165,2 3 4
11853,2 4 6
3839,2 7
12141,4 6
9159,4
13777,3
19268,4 6
29182,4
18961,0
2008,4 8
8219,1
23958,4 7
13340,7
3563,1 6
5607,4
14119,5
26533,2
30326,4 6
4944,0 2
26439,6
14597,4
30001,2 4
16076,4 6
16590,7
9222,9
26107,1
30163,6
25798,6 7
18691,0
17618,4
2700,4
13098,4 6
8330,9
26753,6
6313,6 7
30538,6
24274,4 6
14373,4 5 6
11331,6
16838,3
13962,0 2
28542,4 6
5170,3 4
21309,2 4
8419,0
26378,2
26936,3
2353,6
18966,4 6 8
20309,7
29594,7
1298,4
1694,0
29293,2
10533,6 7
15569,4
16657,0 4
24407,2 4 6
7190,1 7
28795,6 9
19608,0 6
8309,1 6
4843,4 6
30376,6
26236,2 6
22421,4 5 6
15691,7 9
26168,2 6
13551,4
1730,6 8
27913,2
28649,7 9
1584,6
20487,6 7 8
1645,0
13888,4
16465,6
20677,2 6 7
14305,3 6
25669,1
6655,0
17340,2 4
12550,4
11503,4 8
17166,1
21619,0
18594,2 4
15986,0 4
26095,4
2177,6 7
15435,4
9838,3 4
2961,1
26366,4 7
13902,0
29767,3 4
17551,0 4
1882,0
22073,5
16123,4
20567,2 4
15454,3 6
22860,3 4
12590,4
30568,6
29894,1
12050,6
17291,5
3901,4 6
9479,4
2117,1
18925,9
20685,6
18633,8
16971,0
16400,2
6228,3 9
12958,2
7537,4 5 6
3024,3
3138,4 6
24023,4 6
27579,3
26853,4
9250,2
29098,4 9
7827,4 8
27752,6
15732,0 4
6729,0 4
14751,0
21963,4 7
19233,7
16556,6
21595,1
28643,6
22836,2 4 6
3949,4 7
30431,0 4
25740,1
22850,4 6
6236,4
4969,6
13046,4 6
28033,7
31042,6
26881,4 6
7775,0 4
5949,2
27537,4
28246,4 9
3987,4
668,0
21314,4
23604,1
13124,6 8
4100,2 6
20216,4 6
7677,6
12891,1
23337,8
803,1
2416,2 4 7
13498,4 5
27955,4 6 7
10122,1
16607,4
11854,4 8
27428,3
26296,4 7
28798,3 4
5906,1
25061,6
22923,8
29763,2 4
2254,2
17536,0 4
25319,0
578,1
23160,9
23657,4
2938,2
11213,6 7
7384,9
22415,4 7
14854,7
7015,4 6
28070,0
6538,4 6
1665,4 6
13850,3
28777,3 4
20046,4
26494,4
3739,9
9426,4 6
652,4
2998,3 4
23122,6
19683,7 9
17650,4
20362,9
19423,4
28336,3 4
11876,3
5394,0
500,0
4842,6
16806,2 6
7906,4 5
15159,7 8
22322,4
15659,6 9
8938,6
18159,4 6
13867,4 6
29958,1
12646,6
18777,7
23637,3
17023,9
21376,5
3192,0
22957,0
4945,4 5
25576,4 6
14045,5
21495,4
13169,7 8
25696,1 7
297,7
17803,0
8963,3 4
10338,6
22012,9
16472,9
21198,6
11472,1 4
26846,0
26926,4
4914,4
20600,3 7
20128,2 4
5418,4
8860,5
30004,4 7
26733,4 6
25654,4
22356,4
26463,4
5643,4
30647,1 6
3899,6 9
12188,0 4
28173,0
5835,3 6
13585,4 6 8
8801,4 6
7530,4 6
24472,4 5 6
23876,2 4
14448,4 8
10772,0 4
24216,2 4
70,1
24529,2
30349,7
5845,5 6
13849,4
6607,4
26425,6
2285,4
1755,4 6
6123,3
6818,4
2675,6 9
8805,5
30444,4 6
22054,3 4 6
23064,0
21437,3 4
29615,5
5062,3 4
29821,4
25924,1 6
6019,4 8
24456,2 6
5498,0
4819,4
2532,5 6
25846,3
20074,2 6
10471,2
23877,0
7901,4 7
6571,3 4 6
21791,0
19348,4
25182,9
23200,0 4
20985,4 9
8586,3 6
6642,1 4
11641,2
23533,6
9529,1
20625,4 6
29292,2 4
4025,7
20175,0 5
9007,4
12169,8
11833,6
18176,4 5 6
5156,6 9
3112,4 5
17745,2 4
7093,4 6
1468,4
10883,0 5
2067,4 6
17431,4 7
11245,6
26918,1 4
10845,4 6 7
9716,0 4
1415,6
28507,9
14683,0
8449,3 4 6
13574,2 4
7122,4 7
27022,4
18686,4
5569,0 9
30792,4
8836,0 4
321,4 6
8865,6
315,4
6063,4 5
16432,1 4
248,2
29112,4
8887,0 2
13151,3
12464,0 4
5799,2 4
12233,6 7
12728,4
5249,4 6
23211,1
12279,1 4
4544,4
27250,9
25487,6
29837,2
3488,1
13616,4
10299,4 7
27961,1 2 7
2614,0
7736,4 6 8
2325,8
27510,0 4 6
23653,2 7
26798,6
17094,6
3227,3 4
5778,2 4 6
28492,9
17648,0
13084,1
6667,0
21184,2
4070,4
10949,1 4
8806,7
9205,0 7
6702,6 7 8
28864,9
5381,0 2
91,0
17439,9
5863,4
13934,6
18157,4 7
8168,0
2978,4 8
14525,4 6
873,0
6041,0 4 6
552,6 7
21745,4
19740,4 5
14171,2 4
4601,6
12895,6
12507,4 5 6
5819,6
15216,4
6503,4 9
18441,0 6
24051,4
30691,9
3251,4 6 7
12250,6
22361,6
26585,6 7
26466,2
22228,4 6
8044,4 6
9751,4
13198,4
4137,2 4
5169,0
19297,8
6499,2 4
2468,0
29004,2
10552,4 6
3072,4 5
22237,4 6
26813,4
15944,0
11177,4 6
26684,6
24893,9
1349,6
26561,1
21254,4
14102,4 6
15344,5
25469,3
11582,4
7843,2
688,0
14709,0 4
26876,6 9
28525,3 4
21828,4
3731,6
15433,6
19367,4
14417,6
25066,0
17757,2
6165,4 7
24854,6 8
3132,4
12262,1 4
22684,4
19161,4
22286,0
21729,0
26774,4 6
24646,3 6
20060,2
16370,2 4
6879,4 6
28444,5
12043,1
20757,3
30329,9
30794,1
12730,0
4079,4 8
31070,2 4
946,9
25635,6
28755,0 4
21442,4 7
20916,4 6
19312,2 6
29102,4 6
2654,4 8
15268,4 6
28282,7
29647,9
30412,4
19626,2
11275,1
21910,2 9
25856,7
27437,2
2972,7
25492,6
7090,2 4
1503,2 4
26956,4 8
17945,4 6
9808,7
13111,8
28902,4 7
5850,2 8
4103,6
2360,3 4 7
9284,4 6
509,9
22929,0
8630,1
24730,2 4
17221,2 4
4768,2 4
20949,1
4522,0
6541,4
6056,5
20498,4 5 6
6709,4
1200,4 6 7
872,5 9
1262,4
2045,1
11463,4 6
21543,3
11007,3
20361,4
16697,4
7753,5
18711,7
5767,0
26613,4 6
27643,7 9
425,4
1136,4 6
28733,6
1543,4 8
30982,7
21297,0 2 4
7961,4
30946,4
4395,3
10025,4 6
13829,2 4 6
21738,4 5
9650,4 6
1472,3
1022,6
23155,4
20185,6 9
6355,5
24491,4 6
16812,7
28179,7
1389,4 8
6581,3
10447,6 7
8650,3 4 6
21925,4 6
15689,4
17585,0
25544,6 7
2239,1
13076,4 7
30919,4
9282,4 7
7744,4 8
10753,4
18010,6
8606,1
13749,4
11599,6
5345,3 4
25191,4
8763,2 4 6
12683,4 6
30279,8
1371,4
739,3
26952,0
25844,0 6
5068,7
2028,3
14412,6
16576,1
3712,4
9668,4
28102,4
29543,4 6
11927,4
23383,4
26242,9
28658,4
24480,6
25876,6
29321,1 6
13063,6
1471,6
6384,4 6
28016,4 6
15688,1
13801,4 6
8925,7
9396,6 9
12498,4
25670,6 7
17062,1 4
6554,4 7
18734,3 4
20268,2 4
15171,4 5
20232,1
29865,6
23189,9
13520,4
783,5 6
2824,1
14721,1 4
8577,6
14006,1
11535,0 4 6
16871,4 6 7
3265,9
2936,4 6
28518,7
28151,2 4
28074,4 6
19402,4
11546,1 3
11001,4
12839,5
2440,3 4
5205,4 6
29946,0 2 4
28350,0 4
2638,6 7
22287,0
18067,3 4 6
10398,4 7
29186,4
1760,5
25105,6
7459,6
24674,1 4 6 7
700,0
802,4
22372,4 6 7
2308,4 6
2379,3 4
9990,7
8931,2 4
11780,6
11013,6
14387,2
1581,7
18466,6
22514,1 4
25344,2 4
11196,4
15510,4
12097,4 5
1944,2 4
8787,4
24346,0
9201,6 7
24596,3
27732,7
24169,0 4
13979,6
24354,4
19667,0 2
9417,7
13918,4
29210,4
30877,8
10467,2 4
12860,6
13648,7
13369,6
23972,5 6
22179,2 4
18939,7
30397,4
25018,7
19557,4
10454,2 4
11879,2
12743,4 5
7281,2 9
20412,9
26172,4 6
6546,4
23099,4
29015,4 6
13688,4
22074,4
6078,0
29462,6
11805,6
25357,5
25609,7
22575,6 8
15564,8
4122,6 9
19577,2 4 6
79,4 8
23650,7
11281,3 4
1958,4
11075,4
4282,4 6
9234,4
2543,4 9
25421,2
2989,4
30327,1 3 4
22195,8
11464,6
20545,4 6
19330,6
5027,7
30672,4
17944,2 4
5787,8
24125,3 6
19681,0
4551,4
22986,2
15618,6
9805,0 1 4
17390,1 4 6
20430,1 2
22413,6
9740,9
15457,0 4
17756,6 7
5102,4 6
5309,3
19139,2 4
4490,6
13935,4 5
22990,2 4
15850,4 6
27023,4
15325,2
28094,3
30863,9
7765,4
20633,2 6
26237,7
24196,5
2230,4
22582,3 4
8472,3
16098,7
20449,2 3 4 6
29637,1
5463,4 5
20861,6
4586,1
24162,2 4 9
7067,5
6832,7
10691,4
13785,6
19422,4
2278,6
3478,4 7
11865,4
20098,6 7
13796,4 6
28046,0
21292,4
23303,3 4
10172,4 5
25165,1 4 6
23339,4
3699,4 6
20189,3
15253,0
18025,3 4
30836,5
6524,4
28920,4
5674,0
7107,6
4803,9
12098,0 1
28810,4 9
10118,1
22750,0
18190,0 4
460,2
11262,4
3511,2 3
3239,2
28953,4 6
6434,9
28204,0
22313,3
14650,9
21857,6
20126,4
27209,6
14958,6 7
8708,6
722,6 8
21412,4
12588,4 7
193,6 8
12519,4 6
15155,4 6
9371,1 6
15580,0 4
21436,4 6
30690,3
2887,0 4
1418,4 8
30043,4
8119,6
30991,5
30471,3
15445,4
25334,4 6
14893,2
13702,4
4076,4 6
1527,3
39,6
23415,1 4 5
3690,4 6
14860,4 7
23640,4 6
25450,1
24104,4 7
19096,4
26060,7
19215,0
30574,3 4
18554,0 6
22046,7
17072,0 2
3857,3 7
316,5
11150,3
5213,4
14766,4 7
24973,1
9608,6
9274,4 6
27942,0
5292,6
9937,7 8
20154,7
5506,9
1601,9
11301,6 7 9
29407,7
15366,2
4064,1
14827,6
18904,0 8
21954,4 7
25768,4 8
17278,0
10236,3
9607,3 4
25731,3 4 7
9412,4 8
4009,0 7 8
30298,4 6
27011,4 5
6966,1 6
25297,8
9049,4 8
8006,2 4
30090,1 4 6
26742,4
14181,4
13530,4 6
6159,1
2872,7
21952,4 6
22485,2 4
28424,0
5186,7
1443,4 7
21304,4
641,1
12580,3 6
22985,4
1754,0 4
13125,0 2 7
3198,4
6714,5
18382,2 4
11046,4 6 8
21702,1
11783,4 6
8276,9
13066,2
16887,4
12196,4 6
23480,8
24792,6
11856,4
7369,9
16508,1 6
20798,3
21244,4 9
20236,0
12774,0
28241,4 8
10179,0 4
11354,6 9
10023,1
13118,6
10087,7
8940,5
19180,6
30270,4 5
4941,6
2322,4 8
27385,6
18252,4 6
16333,2 6
27103,4 7
30999,4
14168,6 7
52,1
5758,9
8991,3 4
18855,4
6769,4
7047,5 6
10448,1 4
28931,5
8278,4
26307,6
7525,1
11445,6
27584,4
13425,6
13188,7
12027,4 6
4194,4
12600,9
47,9
24254,4
10385,4 6 8
11806,4 7
25607,2 4
16659,4
18534,2 6
566,4 6
2868,7
19858,3 4
27225,6 7
20359,0 4
28516,4 6 8
29147,4
21465,4 8
25885,4 8
12672,0
29291,4 8
10733,2 4
10238,2
1790,3
3571,0 9
30392,1 6
22872,4 6
25001,1
23309,6 7
1947,6
17343,4
26073,0
24812,2 4
29896,4 6
18133,4 6 7
13172,0 5
20727,3 4
